,country,user_id,updated_date,created_date,level_id,affluence_id,unique_id,name,latitude,longitude,radius,geohash,afluence,category
34308,BD,admin,8/2/21,8/2/21,,,,Aroma Hospital and Diagnostic Centre (Pvt.) Ltd.,40.9009441,-74.1073042,300,dr729t,Low,Hospital
34309,BD,admin,8/2/21,8/2/21,,,,Marie Stopes Clinic,19.4098412,-99.1659738,300,9g3qrm,Mid,Hospital
34310,BD,admin,8/2/21,8/2/21,,,,"Sayem Diagno Complex & Hospital, Mymensingh / সায়েম ডায়াগনো কমপ্লেক্স এন্ড হসপিটাল, ময়মনসিংহ",24.7488835,90.4073718,300,wh2kc3,Ultra High,Hospital
34311,BD,admin,8/2/21,8/2/21,,,,New Asia Hospital (Pvt.) & Diagnostic Center,39.0980422,-77.1982981,300,dqcn7m,Low,Hospital
34312,BD,admin,8/2/21,8/2/21,,,,Parmita Eye Hospital,24.7468836,90.4084602,300,wh2kc3,Low,Hospital
34313,BD,admin,8/2/21,8/2/21,,,,"Delta Health Care, Mymensingh Ltd",24.7321754,90.4085506,300,wh2k9q,Low,Hospital
34314,BD,admin,8/2/21,8/2/21,,,,Netrokona Ideal Hospital,24.8855447,90.7348837,300,wh2t8d,Low,Hospital
34315,BD,admin,8/2/21,8/2/21,,,,Netrokona Popular Hospital,24.8665561,90.7297701,300,wh2t2w,Mid,Hospital
34316,BD,admin,8/2/21,8/2/21,,,,Netrokona General Hospital,24.8715569,90.7320982,300,wh2t2x,High,Hospital
34317,BD,admin,8/2/21,8/2/21,,,,BNSB Eye Hospital,24.4879297,91.7961359,300,wh372c,Low,Hospital
34318,BD,admin,8/2/21,8/2/21,,,,Swadesh Hospital & Diagnostic Centre,24.7513574,90.4047778,300,wh2kc1,Low,Hospital
34319,BD,admin,8/2/21,8/2/21,,,,Apollo Private Hospital,36.1469927,-95.9693762,300,9y7v8h,Low,Hospital
34320,BD,admin,8/2/21,8/2/21,,,,Talukder clinic,33.1022828,-96.6757922,300,9vgk24,Low,Hospital
34321,BD,admin,8/2/21,8/2/21,,,,Arko clinic,35.2049751,-80.8389033,300,dnq822,Low,Hospital
34322,BD,admin,8/2/21,8/2/21,,,,Shah Sultan (R) Diagnostic Center,31.0779405,-97.3640532,300,9vdbb3,Low,Hospital
34323,BD,admin,8/2/21,8/2/21,,,,Pratappur Community Clinic,24.8774761,90.5827776,300,wh2mt2,Low,Hospital
34324,BD,admin,8/2/21,8/2/21,,,,Community Clinic,37.0358272,-95.6276367,300,9yefxy,Low,Hospital
34325,BD,admin,8/2/21,8/2/21,,,,Community Clinic Araiura,41.7317879,-88.2635318,300,dp3jrt,Low,Hospital
34326,BD,admin,8/2/21,8/2/21,,,,Shaldigha Community Clinic,32.8021236,-96.8141252,300,9vg4sg,Low,Hospital
34327,BD,admin,8/2/21,8/2/21,,,,Bagatia Community Clinic,43.661825,-79.382837,300,dpz83s,Low,Hospital
34328,BD,admin,8/2/21,8/2/21,,,,Kashimpur Community Clinic,27.936133,-82.288036,300,dhvqzm,Low,Hospital
34329,BD,admin,8/2/21,8/2/21,,,,Naterkona Clinic,25.009782,90.6376606,300,wh2qq8,Low,Hospital
34330,BD,admin,8/2/21,8/2/21,,,,District Animal Hospital,38.9368111,-76.9938139,300,dqcjxb,Low,Hospital
34331,BD,admin,8/2/21,8/2/21,,,,Taraikandi Community Clinic,24.6944687,89.8335696,300,turukp,Low,Hospital
34332,BD,admin,8/2/21,8/2/21,,,,Intaj Ali Munshi bari Clinic.,24.8530616,90.6125578,300,wh2mmu,Low,Hospital
34333,BD,admin,8/2/21,8/2/21,,,,Upazilla Health Complex,24.3931712,89.6534029,300,turfb0,Low,Hospital
34334,BD,admin,8/2/21,8/2/21,,,,sherpur doctors hospital,25.0269133,90.0146284,300,wh2n2k,Low,Hospital
34335,BD,admin,8/2/21,8/2/21,,,,Sherpur Diabetic Hospital,25.0133727,90.0165782,300,wh2n23,Low,Hospital
34336,BD,admin,8/2/21,8/2/21,,,,Jaman Clinic,32.3441204,-95.2904586,300,9vu0p8,Low,Hospital
34337,BD,admin,8/2/21,8/2/21,,,,"District Hospital, Sherpur.",25.018678,90.0247803,300,wh2n2d,Low,Hospital
34338,BD,admin,8/2/21,8/2/21,,,,Sherpur Sadar Hospital,25.0182375,90.024633,300,wh2n2d,Mid,Hospital
34339,BD,admin,8/2/21,8/2/21,,,,Abeda-Hasina Diagnostic Centre.,26.197288,-98.2772397,300,9udj59,Low,Hospital
34340,BD,admin,8/2/21,8/2/21,,,,পারভীন ক্লিনিক,25.0210779,90.0172892,300,wh2n26,Low,Hospital
34341,BD,admin,8/2/21,8/2/21,,,,Lopa Nursing Home,33.1870634,-117.2875158,300,9musg1,Low,Hospital
34342,BD,admin,8/2/21,8/2/21,,,,Unique Pathology,26.1934447,78.1544638,300,tsxt42,Ultra High,Hospital
34343,BD,admin,8/2/21,8/2/21,,,,Genome Medical College and Hospital Ltd.,24.9921285,90.0331732,300,wh2n0v,Mid,Hospital
34344,BD,admin,8/2/21,8/2/21,,,,Civil Surgeon Office,41.2472644,-96.1943338,300,9z7deh,Low,Hospital
34345,BD,admin,8/2/21,8/2/21,,,,Sherpur medinova diagnostic centre,25.0186418,90.0260256,300,wh2n2d,Low,Hospital
34346,BD,admin,8/2/21,8/2/21,,,,Abedin Hospital,24.0557834,90.9748211,300,wh28y5,Low,Hospital
34347,BD,admin,8/2/21,8/2/21,,,,Sherpur United School,25.0229075,90.0186566,300,wh2n27,Low,Hospital
34348,BD,admin,8/2/21,8/2/21,,,,Parvin Clinic,30.6694388,-87.9096137,300,dj3qrx,Low,Hospital
34349,BD,admin,8/2/21,8/2/21,,,,Meri clinic,35.1375582,-90.0163056,300,9ypzzs,Low,Hospital
34350,BD,admin,8/2/21,8/2/21,,,,Shahin clinic,33.8598652,-117.5517232,300,9qh2th,Low,Hospital
34351,BD,admin,8/2/21,8/2/21,,,,Gurpipul Community Clinic,24.4971402,89.3677232,300,ture3e,Low,Hospital
34352,BD,admin,8/2/21,8/2/21,,,,Sherpur Community clinic,30.1504436,-92.0369595,300,9vqe98,Low,Hospital
34353,BD,admin,8/2/21,8/2/21,,,,Doctors Clinic Unit 1,47.6543772,-122.6775411,300,c22z07,Mid,Hospital
34354,BD,admin,8/2/21,8/2/21,,,,"Ibn Sina Diagnostic & Consultation Center, Bogura",24.8393659,89.3739922,300,turt3c,Mid,Hospital
34355,BD,admin,8/2/21,8/2/21,,,,Bogra General Haspatal & Diagnostic Center,24.8322709,89.3759522,300,turt3b,Low,Hospital
34356,BD,admin,8/2/21,8/2/21,,,,Doctors Clinic Unit 2,33.415781,-111.670701,300,9tbw4g,Mid,Hospital
34357,BD,admin,8/2/21,8/2/21,,,,Polash Clinic,40.8052028,-73.9536622,300,dr72jh,Low,Hospital
34358,BD,admin,8/2/21,8/2/21,,,,Shondhani General Hospital,40.6746618,-78.2522473,300,dr0r7k,Mid,Hospital
34359,BD,admin,8/2/21,8/2/21,,,,Outdoor GastroLiver & Kidney Clinic,40.7708089,-111.83662,300,9x0rzn,Low,Hospital
34360,BD,admin,8/2/21,8/2/21,,,,Astha Clinic & Diagnostic Centre,41.0646108,-73.5349956,300,dr79we,Low,Hospital
34361,BD,admin,8/2/21,8/2/21,,,,Maleka Nursing Home & Diagnostic Centre,24.8443699,89.373159,300,turt3d,High,Hospital
34362,BD,admin,8/2/21,8/2/21,,,,Najma General Hospital and Diagnostic Centre,44.163279,-77.3647112,300,drbgpx,Low,Hospital
34363,BD,admin,8/2/21,8/2/21,,,,Popular Diagnostic Clinic Bogra,24.8321803,89.3760726,300,turt3b,Low,Hospital
34364,BD,admin,8/2/21,8/2/21,,,,Popular Diagnostic Center,23.7389847,90.3817279,300,wh0r09,Mid,Hospital
34365,BD,admin,8/2/21,8/2/21,,,,"Saic General Hospital, Bogra",24.8314244,89.3767273,300,turt3b,Ultra High,Hospital
34366,BD,admin,8/2/21,8/2/21,,,,Swadesh Hospital & Diagnostic Center,24.7539567,90.4039835,300,wh2kc4,Low,Hospital
34367,BD,admin,8/2/21,8/2/21,,,,Sherpur United General Hospital and Diagnostic,48.4958239,-122.2760621,300,c295cs,Low,Hospital
34368,BD,admin,8/2/21,8/2/21,,,,Annesha-Kortoya Diagnostic Hospital,29.7240707,-95.3878058,300,9vk1j7,Low,Hospital
34369,BD,admin,8/2/21,8/2/21,,,,"Apollo Hospitals Dhaka, Information center Bogura",24.8390844,89.3740394,300,turt3c,Mid,Hospital
34370,BD,admin,8/2/21,8/2/21,,,,City Clinic And Diagnostic,39.0393551,-94.5864386,300,9yuwpd,Low,Hospital
34371,BD,admin,8/2/21,8/2/21,,,,Life Care Hospital,33.065467,-96.794806,300,9vghj7,Low,Hospital
34372,BD,admin,8/2/21,8/2/21,,,,Modern General Hospital And Diagnostic Center,43.1927402,-77.5856149,300,dr8vdq,Low,Hospital
34373,BD,admin,8/2/21,8/2/21,,,,Emu General Hospital,45.4969353,-73.5886801,300,f25dv6,Low,Hospital
34374,BD,admin,8/2/21,8/2/21,,,,Doctor Lutfur Rahman Clinic,23.7415693,90.3830859,300,wh0r0d,Low,Hospital
34375,BD,admin,8/2/21,8/2/21,,,,New Doctors Clinic,37.7218106,-97.4276105,300,9ydwwg,Low,Hospital
34376,BD,admin,8/2/21,8/2/21,,,,Mordarn General Hospital And Diagnostic Center,36.1668387,-86.8070929,300,dn6m8x,Low,Hospital
34377,BD,admin,8/2/21,8/2/21,,,,High Care Clinic & Nursing Home,43.169738,-101.7307879,300,9xxtt4,Low,Hospital
34378,BD,admin,8/2/21,8/2/21,,,,Sugar Mill Medical Center,28.7409583,-82.5517859,300,djj792,Low,Hospital
34379,BD,admin,8/2/21,8/2/21,,,,khanjanpur mission eye hospital,39.948021,-75.155138,300,dr4e3b,Low,Hospital
34380,BD,admin,8/2/21,8/2/21,,,,Joypurhat Adhunik Hospital,25.0916036,89.0489814,300,turqdr,Low,Hospital
34381,BD,admin,8/2/21,8/2/21,,,,Khanjanpur Daktar Khana,25.106192,88.9977336,300,turqc4,Low,Hospital
34382,BD,admin,8/2/21,8/2/21,,,,Padma Clinic and Diagnostic Centre,24.599042,88.2661794,300,tuqgbw,Low,Hospital
34383,BD,admin,8/2/21,8/2/21,,,,"District Hospital, Joypurhat.",25.0949938,89.0431243,300,turqf0,Mid,Hospital
34384,BD,admin,8/2/21,8/2/21,,,,Sadman Clinic & Hospital,39.6434111,-106.382024,300,9xh3e0,Low,Hospital
34385,BD,admin,8/2/21,8/2/21,,,,The Rawshan clinic and diagnostic center,29.7240707,-95.3878058,300,9vk1j7,Low,Hospital
34386,BD,admin,8/2/21,8/2/21,,,,Padma Lab And Diagnostic Center,39.9361411,-91.4006758,300,9zp50n,Low,Hospital
34387,BD,admin,8/2/21,8/2/21,,,,Khanjanpur Eye Hospital,28.0774959,80.4780345,300,tucpxr,Low,Hospital
34388,BD,admin,8/2/21,8/2/21,,,,Bandhan Clinic,39.0141652,-96.8511335,300,9ygjun,Low,Hospital
34389,BD,admin,8/2/21,8/2/21,,,,Joypurhat Diabetes Hospital,25.0961139,89.0452794,300,turqf2,Low,Hospital
34390,BD,admin,8/2/21,8/2/21,,,,Prime Lab & Hospital,24.8191959,88.9377575,300,turjpy,Mid,Hospital
34391,BD,admin,8/2/21,8/2/21,,,,"Naogaon Diabetes Center, Naogaon",24.8060124,88.9527426,300,turm05,Low,Hospital
34392,BD,admin,8/2/21,8/2/21,,,,The Noagaon Homoeo Clinic,44.9660283,-93.1979467,300,9zvxz1,Low,Hospital
34393,BD,admin,8/2/21,8/2/21,,,,Naogaon Eye Hospital,24.8143577,88.9415842,300,turjpv,Low,Hospital
34394,BD,admin,8/2/21,8/2/21,,,,Balaka Clinic And Diagnostic Center,29.7240707,-95.3878058,300,9vk1j7,Low,Hospital
34395,BD,admin,8/2/21,8/2/21,,,,seba clinic,26.0883916,-98.2724765,300,9udh7v,Low,Hospital
34396,BD,admin,8/2/21,8/2/21,,,,LABAID Diagnostic Naogaon,24.8164632,88.9392029,300,turjpv,Low,Hospital
34397,BD,admin,8/2/21,8/2/21,,,,Naogaon Medical College Hospital,24.8229713,88.9381339,300,turjpy,High,Hospital
34398,BD,admin,8/2/21,8/2/21,,,,The Naogaon Homoeo Clinic,24.8151417,88.9380273,300,turjpv,Low,Hospital
34399,BD,admin,8/2/21,8/2/21,,,,Square Clinic,29.7953448,-95.4853445,300,9vk1e0,Low,Hospital
34400,BD,admin,8/2/21,8/2/21,,,,Islami Bank Limited Community Hospital,24.8192585,88.9361393,300,turjpy,High,Hospital
34401,BD,admin,8/2/21,8/2/21,,,,Re-Vision Eye Hospital,44.3639522,-89.8163039,300,dpbhkh,Low,Hospital
34402,BD,admin,8/2/21,8/2/21,,,,"Naogaon TB Diagnostic Center, (BRAC)",24.8228913,88.9372604,300,turjpy,Low,Hospital
34403,BD,admin,8/2/21,8/2/21,,,,Central Lab & Hospital,40.6564888,-111.8921179,300,9x0rmc,Low,Hospital
34404,BD,admin,8/2/21,8/2/21,,,,Islami Bank Community Hospital Naogaon Ltd.,24.8192405,88.9360887,300,turjpy,Low,Hospital
34405,BD,admin,8/2/21,8/2/21,,,,Holy Family Hospital,40.9221112,-90.6581404,300,9zr8c1,High,Hospital
34406,BD,admin,8/2/21,8/2/21,,,,Santaher Clinic,24.808394,88.9843291,300,turm0u,Low,Hospital
34407,BD,admin,8/2/21,8/2/21,,,,NATORE TRAUMA CENTRE & HOSPITAL,24.4188049,88.9954876,300,tur6cj,Low,Hospital
34408,BD,admin,8/2/21,8/2/21,,,,Shapla Clinic & Diagnostic,36.1120471,-94.1558774,300,9ymj3m,Low,Hospital
34409,BD,admin,8/2/21,8/2/21,,,,Ekota Clinic,53.4582604,-113.4290318,300,c3x24g,Low,Hospital
34410,BD,admin,8/2/21,8/2/21,,,,Natore Eye Clinic,24.4118283,88.99172,300,tur6ch,Low,Hospital
34411,BD,admin,8/2/21,8/2/21,,,,Satota Clinic,24.4122182,88.9929995,300,tur6ch,Low,Hospital
34412,BD,admin,8/2/21,8/2/21,,,,Natore Sonography & Clinic,24.4122643,88.9936861,300,tur6ch,Low,Hospital
34413,BD,admin,8/2/21,8/2/21,,,,Diabetic Hospital,36.1465114,-96.0000318,300,9y7txk,Low,Hospital
34414,BD,admin,8/2/21,8/2/21,,,,akota clinic,38.8314057,-104.8231039,300,9wvkyt,Low,Hospital
34415,BD,admin,8/2/21,8/2/21,,,,"Ekota Clinic, Horishpur, Natore",24.4111417,89.004885,300,tur6c7,Low,Hospital
34416,BD,admin,8/2/21,8/2/21,,,,IDEAL DIAGNOSTIC CENTRE NATORE,24.4079394,88.9748932,300,tur6be,Low,Hospital
34417,BD,admin,8/2/21,8/2/21,,,,Natore City Clinic,24.4108676,88.9692807,300,tur6be,Low,Hospital
34418,BD,admin,8/2/21,8/2/21,,,,SATATA SPECIALIZED HOSPITAL,35.1957327,-101.9208334,300,9wr80x,Low,Hospital
34419,BD,admin,8/2/21,8/2/21,,,,Natore Care Hospital,24.4047774,88.9587478,300,tur6b6,Low,Hospital
34420,BD,admin,8/2/21,8/2/21,,,,Kandivitua Bokko Bedhi Clinic And Hospital,32.81216,-96.8350081,300,9vg4sm,Low,Hospital
34421,BD,admin,8/2/21,8/2/21,,,,Islami Hospital,33.6604092,-117.7731154,300,9mur2p,Low,Hospital
34422,BD,admin,8/2/21,8/2/21,,,,Maternity and Child Welfare Center,28.0678974,-82.4251461,300,dhvrsm,Low,Hospital
34423,BD,admin,8/2/21,8/2/21,,,,Natore Sadar Hospital,24.4098158,88.9836138,300,tur6bg,Mid,Hospital
34424,BD,admin,8/2/21,8/2/21,,,,Bonolota Diagonstic & Clinic,29.7240707,-95.3878058,300,9vk1j7,Low,Hospital
34425,BD,admin,8/2/21,8/2/21,,,,Jonoseba Hospital,24.6270191,91.6776733,300,wh3hn5,Low,Hospital
34426,BD,admin,8/2/21,8/2/21,,,,Seba Clinic,26.0883916,-98.2724765,300,9udh7v,Mid,Hospital
34427,BD,admin,8/2/21,8/2/21,,,,Padma Clinic and Diagnostic Center,24.599042,88.2661794,300,tuqgbw,Mid,Hospital
34428,BD,admin,8/2/21,8/2/21,,,,"Sufia noor eye hospital, Chapainawabganj",24.7410688,88.2914,300,tuqu9p,Low,Hospital
34429,BD,admin,8/2/21,8/2/21,,,,Mahananda Clinic and Diagnostic Center,29.7240707,-95.3878058,300,9vk1j7,Low,Hospital
34430,BD,admin,8/2/21,8/2/21,,,,Grameen Clinic,40.7500126,-73.8838969,300,dr5ryd,Low,Hospital
34431,BD,admin,8/2/21,8/2/21,,,,Chapainawabganj Eye Hospital,24.5889147,88.275345,300,tuqgbu,Mid,Hospital
34432,BD,admin,8/2/21,8/2/21,,,,Krishna Gobindapur community clinic,36.0522011,-94.2052974,300,9ymj07,Low,Hospital
34433,BD,admin,8/2/21,8/2/21,,,,Nawab Ali Homoeo Clinic,24.5951912,88.2666345,300,tuqgbt,Low,Hospital
34434,BD,admin,8/2/21,8/2/21,,,,Ramjibonpur community clinic,23.7391161,87.9653966,300,tunx19,Low,Hospital
34435,BD,admin,8/2/21,8/2/21,,,,Rose Medical Center,39.732185,-104.9340497,300,9xj6h1,Low,Hospital
34436,BD,admin,8/2/21,8/2/21,,,,"GREEN LIFE GENERAL HOSPITAL, CHAPAI NAWABGANJ",24.589648,88.2747443,300,tuqgbs,Mid,Hospital
34437,BD,admin,8/2/21,8/2/21,,,,Lab One Medical Services,37.794497,-122.402524,300,9q8zn8,Mid,Hospital
34438,BD,admin,8/2/21,8/2/21,,,,Islami Hospital,33.6604092,-117.7731154,300,9mur2p,Mid,Hospital
34439,BD,admin,8/2/21,8/2/21,,,,Ranibari Comunity Clinic,27.7335597,85.3181334,300,tuutv2,Low,Hospital
34440,BD,admin,8/2/21,8/2/21,,,,Laxmipur Community Clinic,39.2967385,-76.5927362,300,dqcx91,Low,Hospital
34441,BD,admin,8/2/21,8/2/21,,,,মডেল ক্লিনিক ও ডায়াগনস্টিক সেন্টার,24.6871149,88.1579545,300,tuqsqn,Low,Hospital
34442,BD,admin,8/2/21,8/2/21,,,,Pirpur Community Clinic,24.822604,88.3691505,300,tuqv4y,Low,Hospital
34443,BD,admin,8/2/21,8/2/21,,,,D-Scan Hospital (ডি-স্ক্যান হাসপাতাল),24.588327,88.269823,300,tuqgbs,Ultra High,Hospital
34444,BD,admin,8/2/21,8/2/21,,,,Mitu General Hospital & Clinic,24.006615,89.2495836,300,tur2wf,Low,Hospital
34445,BD,admin,8/2/21,8/2/21,,,,Nongor Diagonestic Center & Clinic,29.7240707,-95.3878058,300,9vk1j7,Low,Hospital
34446,BD,admin,8/2/21,8/2/21,,,,Lashkorpur General Hospital & Diagonestic Center,42.9011764,-78.8648373,300,dpxuj3,Low,Hospital
34447,BD,admin,8/2/21,8/2/21,,,,Health Care Clinic & Hospital,38.572746,-97.68358,300,9yfe3j,Low,Hospital
34448,BD,admin,8/2/21,8/2/21,,,,Simla Diagnostic Center,24.0082471,89.2402428,300,tur2wd,Mid,Hospital
34449,BD,admin,8/2/21,8/2/21,,,,Euro Medical Center,35.1282789,-89.856701,300,dn0pg6,Low,Hospital
34450,BD,admin,8/2/21,8/2/21,,,,City diagnostic center,37.0958027,-76.4694588,300,dq9e5c,Low,Hospital
34451,BD,admin,8/2/21,8/2/21,,,,TB Clinic Pabna,24.0190571,89.2464401,300,tur2wu,Low,Hospital
34452,BD,admin,8/2/21,8/2/21,,,,Dipa Clinic,38.752638,-77.1401328,300,dqchkw,Low,Hospital
34453,BD,admin,8/2/21,8/2/21,,,,PDC Hospital,40.7711316,-111.8387863,300,9x0rzn,Mid,Hospital
34454,BD,admin,8/2/21,8/2/21,,,,SHIMLA Hospital & Diagnostic (with Pharmacy Service),43.076333,-89.431331,300,dp8mhc,Mid,Hospital
34455,BD,admin,8/2/21,8/2/21,,,,Sunrise Clinic & Diagnostic Center,36.1353654,-115.1353134,300,9qqjs4,Low,Hospital
34456,BD,admin,8/2/21,8/2/21,,,,Anowara Clinic,22.9808209,90.2229293,300,wh04tp,Low,Hospital
34457,BD,admin,8/2/21,8/2/21,,,,Saudia Clinic,41.5579101,-83.6846352,300,dpkkrt,Low,Hospital
34458,BD,admin,8/2/21,8/2/21,,,,Jamuna Hospital Diagonestic Center,40.644903,-75.4086839,300,dr4rhp,Low,Hospital
34459,BD,admin,8/2/21,8/2/21,,,,Healing clinic,36.1515172,-95.9895862,300,9y7txt,Low,Hospital
34460,BD,admin,8/2/21,8/2/21,,,,LABAID Diagonestic Pabna,24.0081796,89.2389675,300,tur2wd,Mid,Hospital
34461,BD,admin,8/2/21,8/2/21,,,,T B Hospital,37.5341358,-95.8141618,300,9yeve8,Low,Hospital
34462,BD,admin,8/2/21,8/2/21,,,,Rog Mukti Clinic,39.7454533,-84.1856087,300,dph4h7,Low,Hospital
34463,BD,admin,8/2/21,8/2/21,,,,Hamida Medicare,29.7357799,-95.5861934,300,9vk10v,Low,Hospital
34464,BD,admin,8/2/21,8/2/21,,,,Rajshahi Royal Hospital O Diagnostic Center (Pvt) Ltd.,24.3719047,88.581051,300,tuqfxs,Mid,Hospital
34465,BD,admin,8/2/21,8/2/21,,,,Rajshahi General Haspatal And Diagnostic Center,24.3723994,88.5804968,300,tuqfxs,Low,Hospital
34466,BD,admin,8/2/21,8/2/21,,,,রাজশাহী মহানগর ক্লিনিক,24.3694712,88.5734122,300,tuqfxs,Low,Hospital
34467,BD,admin,8/2/21,8/2/21,,,,Rajshahi Model Hospital,24.3711213,88.5822446,300,tuqfxs,Low,Hospital
34468,BD,admin,8/2/21,8/2/21,,,,Rajshahi Sister's Clinic,24.3689656,88.5748243,300,tuqfxs,Low,Hospital
34469,BD,admin,8/2/21,8/2/21,,,,Amana Hospital Ltd,24.372692,88.5783048,300,tuqfxs,High,Hospital
34470,BD,admin,8/2/21,8/2/21,,,,RAJSHAHI SEBA CLINIC,24.3726187,88.578464,300,tuqfxs,Low,Hospital
34471,BD,admin,8/2/21,8/2/21,,,,Rajshahi Chest Disease Clinic,24.3665846,88.5921859,300,tuqfxg,Low,Hospital
34472,BD,admin,8/2/21,8/2/21,,,,Rajshahi Comfort Haspatal,24.3754183,88.5727828,300,tuqfxt,Low,Hospital
34473,BD,admin,8/2/21,8/2/21,,,,Rajshahi Royal Hospital,24.3721078,88.580972,300,tuqfxs,Low,Hospital
34474,BD,admin,8/2/21,8/2/21,,,,"Birds and Pet Animal Clinic, Rajshahi",24.3753476,88.5995176,300,tur48j,Low,Hospital
34475,BD,admin,8/2/21,8/2/21,,,,Rajshahi Metropolitan Hospital Ltd.,24.3692315,88.5810038,300,tuqfxs,Mid,Hospital
34476,BD,admin,8/2/21,8/2/21,,,,Amena Clinic & Diagnostic Center,29.7240707,-95.3878058,300,9vk1j7,Low,Hospital
34477,BD,admin,8/2/21,8/2/21,,,,Uttora Clinic,24.3785975,88.5939764,300,tur48j,Low,Hospital
34478,BD,admin,8/2/21,8/2/21,,,,"Royal Hospital, Laximpur",27.95042,80.792825,300,tucrn2,Low,Hospital
34479,BD,admin,8/2/21,8/2/21,,,,Islami Bank Medical College Hospital Rajshahi,24.3717932,88.583004,300,tuqfxu,Ultra High,Hospital
34480,BD,admin,8/2/21,8/2/21,,,,Rajshahi University Medical Center Unit 2,24.3686104,88.6442483,300,tur49h,Low,Hospital
34481,BD,admin,8/2/21,8/2/21,,,,Eye Care Center,36.7008536,-95.6382324,300,9yebz9,Low,Hospital
34482,BD,admin,8/2/21,8/2/21,,,,DOCTOR'S CLINIC,37.035906,-95.6275263,300,9yefxy,Low,Hospital
34483,BD,admin,8/2/21,8/2/21,,,,"Health aid diagonstic and consultation center,hospital",24.4564641,89.7033373,300,turg1h,Low,Hospital
34484,BD,admin,8/2/21,8/2/21,,,,"Sheikh Fazilatunnessa Mujib General Hospital, Sirajganj",24.4584857,89.7111754,300,turg1k,Mid,Hospital
34485,BD,admin,8/2/21,8/2/21,,,,Tinnandina Comunty Clinic,38.6127672,-90.2593798,300,9yzgdj,Low,Hospital
34486,BD,admin,8/2/21,8/2/21,,,,"Medinova Hospital Complex, sirajganj",24.4577511,89.7026815,300,turg1h,Mid,Hospital
34487,BD,admin,8/2/21,8/2/21,,,,New keya diagnostic clinic,29.7240707,-95.3878058,300,9vk1j7,Low,Hospital
34488,BD,admin,8/2/21,8/2/21,,,,Central General Hospital,41.6614776,-72.7868053,300,drkjp8,Low,Hospital
34489,BD,admin,8/2/21,8/2/21,,,,Sirajganj Central Hospital,24.461659,89.7044263,300,turg1m,Low,Hospital
34490,BD,admin,8/2/21,8/2/21,,,,Doctor's General Hospital,37.0412498,-95.6393972,300,9yefxx,Low,Hospital
34491,BD,admin,8/2/21,8/2/21,,,,Prof .M. A. Matin Memorial BNSB Base Eye Hospital,24.4650874,89.7175606,300,turg1t,Low,Hospital
34492,BD,admin,8/2/21,8/2/21,,,,MORDEN EYE CLINIC & PHACO CENTER,35.2747035,-93.1313708,300,9ymb8t,Low,Hospital
34493,BD,admin,8/2/21,8/2/21,,,,Al Raji Diagonostic Clinic,31.4711638,74.3707412,300,ttsgh3,Low,Hospital
34494,BD,admin,8/2/21,8/2/21,,,,Sirajganj Central Hospital Complex,24.4623698,89.7018009,300,turg1j,Low,Hospital
34495,BD,admin,8/2/21,8/2/21,,,,Boro Sarotia Community Clinic,36.181162,-94.5420605,300,9ykvbd,Low,Hospital
34496,BD,admin,8/2/21,8/2/21,,,,merry stopes clinic,19.4098412,-99.1659738,300,9g3qrm,Low,Hospital
34497,BD,admin,8/2/21,8/2/21,,,,Bichmillah H Health Center,29.8453667,-95.2863361,300,9vk1z9,Low,Hospital
34498,BD,admin,8/2/21,8/2/21,,,,Avicenna Hospital,40.8154621,-73.9577549,300,dr72jn,Mid,Hospital
34499,BD,admin,8/2/21,8/2/21,,,,Esquire Hospital,28.6432916,-106.0785248,300,9thdfn,Low,Hospital
34500,BD,admin,8/2/21,8/2/21,,,,Khaga Community Clinic,33.530747,-84.356195,300,djunb2,Low,Hospital
34501,BD,admin,8/2/21,8/2/21,,,,Good Health Physiotherapy Center,28.7119624,77.1332433,300,ttng74,Low,Hospital
34502,BD,admin,8/2/21,8/2/21,,,,Popular Diagnostic Center,23.7389847,90.3817279,300,wh0r09,Low,Hospital
34503,BD,admin,8/2/21,8/2/21,,,,city clinic,37.086042,-97.044972,300,9ydfzx,Low,Hospital
34504,BD,admin,8/2/21,8/2/21,,,,Dinajpur Janata Clinic,25.616804,88.6409301,300,tux19p,Low,Hospital
34505,BD,admin,8/2/21,8/2/21,,,,"Baraipur Community Clinic, Sadar, Dinajpur",32.778914,-96.836333,300,9vg4kr,Low,Hospital
34506,BD,admin,8/2/21,8/2/21,,,,Poly Clinic,38.9280658,-94.668713,300,9yutmy,Low,Hospital
34507,BD,admin,8/2/21,8/2/21,,,,Dinajpur General Hospital,25.6258877,88.6370958,300,tux1bc,Mid,Hospital
34508,BD,admin,8/2/21,8/2/21,,,,Check Up Diagnostics And Hospital,34.2343177,-77.828269,300,dq0dub,Mid,Hospital
34509,BD,admin,8/2/21,8/2/21,,,,Popular Diagnostic Center Private Ltd.,25.6200279,88.6450714,300,tux19p,High,Hospital
34510,BD,admin,8/2/21,8/2/21,,,,Dinajpur Diabetes O Swasthoseba Hospital,25.6198836,88.6472738,300,tux19p,Mid,Hospital
34511,BD,admin,8/2/21,8/2/21,,,,Rogmukti Clinic,24.0187496,89.2446693,300,tur2wu,Low,Hospital
34512,BD,admin,8/2/21,8/2/21,,,,Akota Clinic and hospital,22.2984622,73.1728083,300,teunc5,Low,Hospital
34513,BD,admin,8/2/21,8/2/21,,,,Saint Vincent Hospital Dinajpur,25.6119208,88.6302602,300,tux18y,Mid,Hospital
