id,country,user_id,updated_date,created_date,level_id,affluence_id,unique_id,name,latitude,longitude,radius,geohash,afluence,category
33121,BD,admin,8/2/21,8/2/21,,,,"Chicken Point, Patuakhali",22.3586174,90.3317203,200,w5bppw383,Low,Restaurant
33122,BD,admin,8/2/21,8/2/21,,,,Mollika Restaurant,22.3599534,90.3452544,200,w5bppye2j,High,Restaurant
33124,BD,admin,8/2/21,8/2/21,,,,FooD king Patuakhali,22.3576234,90.3404841,200,w5bppwpft,Low,Restaurant
33125,BD,admin,8/2/21,8/2/21,,,,Hotel Jalil,22.3469596,90.3168462,200,w5bpphnsr,Low,Restaurant
33126,BD,admin,8/2/21,8/2/21,,,,Mejban Sweets And Restaurant,22.3589763,90.3225169,200,w5bppq6f7,Low,Restaurant
33127,BD,admin,8/2/21,8/2/21,,,,Patuakhali food court,22.3547262,90.3367546,200,w5bpptt1w,Low,Restaurant
33128,BD,admin,8/2/21,8/2/21,,,,Patuakhali Ryderz Cafe (PRz Cafe),22.3573382,90.3495183,200,w5bppyn8b,Low,Restaurant
33129,BD,admin,8/2/21,8/2/21,,,,Royel King Restaurant,22.3576234,90.3404841,200,w5bppwpft,Low,Restaurant
33130,BD,admin,8/2/21,8/2/21,,,,Patuakhali Food Court (PFC),22.3586174,90.3317203,200,w5bppw383,Low,Restaurant
33131,BD,admin,8/2/21,8/2/21,,,,_____ _________ ______,22.3589763,90.3225169,200,w5bppq6f7,High,Restaurant
33133,BD,admin,8/2/21,8/2/21,,,,Al Amin Restaurent,22.3566802,90.3488869,200,w5bppvyj1,High,Restaurant
33134,BD,admin,8/2/21,8/2/21,,,,Ruchita Restaurant & Hotel,22.3635535,90.3447561,200,w5bppz5j1,High,Restaurant
33135,BD,admin,8/2/21,8/2/21,,,,____ ___ ___________,22.3614045,90.3504031,200,w5bppyz0s,Low,Restaurant
33136,BD,admin,8/2/21,8/2/21,,,,Royal king,22.3585113,90.3346512,200,w5bppw5xv,High,Restaurant
33137,BD,admin,8/2/21,8/2/21,,,,_____ _____________ ____,22.3566802,90.3488869,200,w5bppvyj1,Low,Restaurant
33138,BD,admin,8/2/21,8/2/21,,,,Street Food Pirojpur (_______ ___ ________),22.5790807,89.9686165,200,tupbrq3hs,Low,Restaurant
33139,BD,admin,8/2/21,8/2/21,,,,Blue Bites,22.5793254,89.9746392,200,tupbrqmw1,High,Restaurant
33140,BD,admin,8/2/21,8/2/21,,,,Mahfuz Restaurant,22.5784496,89.9572314,200,tupbrn2c5,High,Restaurant
33141,BD,admin,8/2/21,8/2/21,,,,Sky City Cafe & Restaurant,22.5790744,89.9759264,200,tupbrqqkx,High,Restaurant
33142,BD,admin,8/2/21,8/2/21,,,,Hotel Rose Garden,22.5780988,89.9686796,200,tupbrq1ny,High,Restaurant
33143,BD,admin,8/2/21,8/2/21,,,,Maliha First Food And Confectionary,22.5793254,89.9746392,200,tupbrqmw1,Low,Restaurant
33144,BD,admin,8/2/21,8/2/21,,,,_____ ______,22.8404919,89.2959449,200,tup3zvzrd,High,Restaurant
33145,BD,admin,8/2/21,8/2/21,,,,_____ ______,22.5780988,89.9686796,200,tupbrq1ny,High,Restaurant
33146,BD,admin,8/2/21,8/2/21,,,,Mr. Madan Lal Hotel & Restaurant,22.5760123,89.9670921,200,tupbrmb4c,High,Restaurant
33147,BD,admin,8/2/21,8/2/21,,,,Sabbir Restaurant,22.5662278,90.0139908,200,wh002k41y,Low,Restaurant
33148,BD,admin,8/2/21,8/2/21,,,,____,23.5964262,90.4497421,200,wh0q4px7p,High,Restaurant
33149,BD,admin,8/2/21,8/2/21,,,,___ _________ _______,23.9042766,89.1398638,200,tuprurtst,High,Restaurant
33150,BD,admin,8/2/21,8/2/21,,,,Pizza King Resturent.Pirojpu.,22.5785194,89.9833854,200,tupbrw7ck,High,Restaurant
33151,BD,admin,8/2/21,8/2/21,,,,___ ___ _____ ____ ___________,22.8719394,89.5293431,200,tupdj79q8,High,Restaurant
33152,BD,admin,8/2/21,8/2/21,,,,____ _____ _________,23.7285309,90.417366,200,wh0qcrxut,High,Restaurant
33153,BD,admin,8/2/21,8/2/21,,,,_____ _____ _________,22.5841051,89.9720133,200,tupbrr79g,Low,Restaurant
33154,BD,admin,8/2/21,8/2/21,,,,Hajir Biryani,22.5805796,89.9743606,200,tupbrqtm6,High,Restaurant
33156,BD,admin,8/2/21,8/2/21,,,,Kong Rong Mundi Restaurent,22.1935628,92.2187476,200,w5cw62pwu,Low,Restaurant
33157,BD,admin,8/2/21,8/2/21,,,,Husam's Restaurant,22.1919552,92.2151757,200,w5cw4rvj9,Low,Restaurant
33158,BD,admin,8/2/21,8/2/21,,,,Nafakum Restoura (_______ ________),22.1899317,92.2191724,200,w5cw4rxcw,High,Restaurant
33159,BD,admin,8/2/21,8/2/21,,,,Jungle cafeteria,22.1943486,92.2787015,200,w5cw7b773,Low,Restaurant
33160,BD,admin,8/2/21,8/2/21,,,,zam zam hotel resturant and birani how's,22.194322,92.2192863,200,w5cw68253,High,Restaurant
33161,BD,admin,8/2/21,8/2/21,,,,Nilachol Restaura,22.1966353,92.2179981,200,w5cw62z0g,Low,Restaurant
33162,BD,admin,8/2/21,8/2/21,,,,________,22.1972664,92.220056,200,w5cw68bs7,High,Restaurant
33163,BD,admin,8/2/21,8/2/21,,,,_______ _________,22.1948401,92.2171569,200,w5cw62qqr,High,Restaurant
33164,BD,admin,8/2/21,8/2/21,,,,Tohzah Restaurant,22.1992308,92.2215017,200,w5cw691xu,High,Restaurant
33165,BD,admin,8/2/21,8/2/21,,,,New Bandarban Hotel & Biriyani House,22.1970519,92.218397,200,w5cw62z7h,High,Restaurant
33166,BD,admin,8/2/21,8/2/21,,,,____ ____,21.4438498,91.975584,200,w5c3uzwx6,Low,Restaurant
33167,BD,admin,8/2/21,8/2/21,,,,Radhuni Hotel and Restaurent,23.9762236,91.1111718,200,wh2b3k9ps,High,Restaurant
33168,BD,admin,8/2/21,8/2/21,,,,Cafe Hasan Hotel and Restaurant - ______ _____ _____ _ ___________,23.9675393,91.1119148,200,wh2b371tj,High,Restaurant
33169,BD,admin,8/2/21,8/2/21,,,,The Jogajog Hotel And Restaurant,23.9675393,91.1119148,200,wh2b371tj,Low,Restaurant
33170,BD,admin,8/2/21,8/2/21,,,,Cafe Nobabi Vhoj Restaurant - ______ _____ ___ ___________,23.9749316,91.1113988,200,wh2b3k921,Low,Restaurant
33171,BD,admin,8/2/21,8/2/21,,,,Hotel Noumi,23.9590056,91.1032656,200,wh2b31e77,High,Restaurant
33172,BD,admin,8/2/21,8/2/21,,,,Chill Bros,23.9778046,91.1086925,200,wh2b3jp2f,Low,Restaurant
33173,BD,admin,8/2/21,8/2/21,,,,Kutumghar Restaurant,23.9749316,91.1113988,200,wh2b3k921,Low,Restaurant
33174,BD,admin,8/2/21,8/2/21,,,,Rajdhani Hotel & Restaurant,23.9572835,91.1152813,200,wh2b33k17,High,Restaurant
33175,BD,admin,8/2/21,8/2/21,,,,Uni Cafe,23.7461166,91.0877438,200,wh0z0fb54,Mid,Restaurant
33176,BD,admin,8/2/21,8/2/21,,,,Al Helal Kari Hotel & Kari Chinese Restaurant,23.9742123,91.1119446,200,wh2b3k3ey,High,Restaurant
33177,BD,admin,8/2/21,8/2/21,,,,BFC,23.9681363,91.1174596,200,wh2b37m8w,Low,Restaurant
33178,BD,admin,8/2/21,8/2/21,,,,Cafe Vojon Bilash Restaurant,23.9654902,91.1113787,200,wh2b36c31,High,Restaurant
33179,BD,admin,8/2/21,8/2/21,,,,_______ ________ ___________ ________ _______,22.3598938,91.8565708,200,w5cr4nrzv,High,Restaurant
33180,BD,admin,8/2/21,8/2/21,,,,______ ____ _____ ____ _____________,23.9892996,91.1039647,200,wh2b3p5gu,High,Restaurant
33181,BD,admin,8/2/21,8/2/21,,,,Boithokkhana,23.9844676,91.1056426,200,wh2b3njpe,Low,Restaurant
33182,BD,admin,8/2/21,8/2/21,,,,_______ ________ _____ ____ ___________,23.9590056,91.1032656,200,wh2b31e77,Low,Restaurant
33183,BD,admin,8/2/21,8/2/21,,,,______ ___________ ____ ______ _______,23.2261375,90.659854,200,wh0kph0qp,Ultra High,Restaurant
33184,BD,admin,8/2/21,8/2/21,,,,Western Kitchen Chandpur,23.2227803,90.6541086,200,wh0kngs69,High,Restaurant
33185,BD,admin,8/2/21,8/2/21,,,,___ ____ ______ ___________,23.2261375,90.659854,200,wh0kph0qp,High,Restaurant
33186,BD,admin,8/2/21,8/2/21,,,,Cafe Corner,23.2260983,90.6560905,200,wh0knujvb,High,Restaurant
33187,BD,admin,8/2/21,8/2/21,,,,Vuter bari restaurant Chandpur,23.2298293,90.660741,200,wh0kphc5s,Low,Restaurant
33188,BD,admin,8/2/21,8/2/21,,,,Four Star Hotel & Restaurant,23.2221867,90.6504389,200,wh0kng3xh,High,Restaurant
33189,BD,admin,8/2/21,8/2/21,,,,Adda Ghor (_____ __),23.2296413,90.6595369,200,wh0kphb62,Low,Restaurant
33190,BD,admin,8/2/21,8/2/21,,,,Taj Hotel & Restaurant,23.2261897,90.6563465,200,wh0knujym,High,Restaurant
33191,BD,admin,8/2/21,8/2/21,,,,Al Imran Restaurant & Kabab House,23.2282209,90.6593721,200,wh0kph84h,High,Restaurant
33192,BD,admin,8/2/21,8/2/21,,,,Hang Out Juice Bar & Fastfood,23.2313846,90.666361,200,wh0kpjjhx,Low,Restaurant
33193,BD,admin,8/2/21,8/2/21,,,,The Cafe jheel Hotel&Reastant,23.2326376,90.6643612,200,wh0kpj7gb,High,Restaurant
33194,BD,admin,8/2/21,8/2/21,,,,Western Kitchen,23.2223887,90.6537331,200,wh0kngs01,High,Restaurant
33195,BD,admin,8/2/21,8/2/21,,,,____ ________,23.2259726,90.6548774,200,wh0knuhv5,High,Restaurant
33196,BD,admin,8/2/21,8/2/21,,,,Ruchi Restaurant,23.2261375,90.659854,200,wh0kph0qp,Low,Restaurant
33197,BD,admin,8/2/21,8/2/21,,,,Meet & Eat,23.2259441,90.6598218,200,wh0kph0ky,High,Restaurant
33198,BD,admin,8/2/21,8/2/21,,,,Al Araf Hotel & Restaurant,23.2258203,90.6546807,200,wh0knuhsp,Low,Restaurant
33199,BD,admin,8/2/21,8/2/21,,,,Grand City,23.2258203,90.6546807,200,wh0knuhsp,High,Restaurant
33200,BD,admin,8/2/21,8/2/21,,,,____ ______ ___________ ____ ______ _______,23.2223887,90.6537331,200,wh0kngs01,High,Restaurant
33201,BD,admin,8/2/21,8/2/21,,,,Chittagong Bull,23.7807409,90.4163478,200,wh0r33phv,Ultra High,Restaurant
33202,BD,admin,8/2/21,8/2/21,,,,Chittagong Bull,23.8745461,90.3899903,200,wh0rbf5zr,High,Restaurant
33203,BD,admin,8/2/21,8/2/21,,,,Barcode Cafe,22.3721763,91.8457154,200,w5cr608p2,Ultra High,Restaurant
33204,BD,admin,8/2/21,8/2/21,,,,Khazana Mithai - Gulshan 2 Outlet,23.7949011,90.4136404,200,wh0r37tpq,Ultra High,Restaurant
33205,BD,admin,8/2/21,8/2/21,,,,Meghna Village Highway Cafe,23.5926802,90.6288533,200,wh0qnqcvm,High,Restaurant
33206,BD,admin,8/2/21,8/2/21,,,,Zaytun Restaurant,23.7794687,90.3810029,200,wh0r28vmq,High,Restaurant
33207,BD,admin,8/2/21,8/2/21,,,,Taste Of Chittagong,22.3458836,91.8244332,200,w5cr1ebw0,High,Restaurant
33208,BD,admin,8/2/21,8/2/21,,,,Ambrosia Restaurant Ltd,22.356851,91.7831819,200,w5cr0tfqp,Ultra High,Restaurant
33209,BD,admin,8/2/21,8/2/21,,,,Mejjainna Bari,22.356851,91.7831819,200,w5cr0tfqp,Ultra High,Restaurant
33210,BD,admin,8/2/21,8/2/21,,,,VR Chittagong,22.3616441,91.812387,200,w5cr1nzdp,High,Restaurant
33211,BD,admin,8/2/21,8/2/21,,,,Barcode Cafe,22.356851,91.7831819,200,w5cr0tfqp,Ultra High,Restaurant
33212,BD,admin,8/2/21,8/2/21,,,,Chittagong Lounge,22.356851,91.7831819,200,w5cr0tfqp,High,Restaurant
33213,BD,admin,8/2/21,8/2/21,,,,Segafredo Espresso Chittagong,22.356851,91.7831819,200,w5cr0tfqp,Ultra High,Restaurant
33214,BD,admin,8/2/21,8/2/21,,,,Royal Hut,22.356851,91.7831819,200,w5cr0tfqp,Ultra High,Restaurant
33215,BD,admin,8/2/21,8/2/21,,,,The Pavilion,22.356851,91.7831819,200,w5cr0tfqp,Ultra High,Restaurant
33216,BD,admin,8/2/21,8/2/21,,,,Tava Restaurant & Lounge,22.356851,91.7831819,200,w5cr0tfqp,Ultra High,Restaurant
33217,BD,admin,8/2/21,8/2/21,,,,KRAVE,22.356851,91.7831819,200,w5cr0tfqp,Mid,Restaurant
33218,BD,admin,8/2/21,8/2/21,,,,Gharana Restaurant,22.3263238,91.8151885,200,w5cr123u2,Ultra High,Restaurant
33219,BD,admin,8/2/21,8/2/21,,,,Bangliana Restaurant - Chittagong,22.3471831,91.8188934,200,w5cr1khmz,High,Restaurant
33220,BD,admin,8/2/21,8/2/21,,,,Bhai Bhai Chap Ghar,23.4575825,91.1740572,200,wh0v6wqfm,Low,Restaurant
33221,BD,admin,8/2/21,8/2/21,,,,PC Restora,23.4671221,91.1823201,200,wh0vdbhcy,Ultra High,Restaurant
33222,BD,admin,8/2/21,8/2/21,,,,_______ ___ __,23.4504782,91.2032631,200,wh0v7mh0y,Low,Restaurant
33223,BD,admin,8/2/21,8/2/21,,,,Bangla Restora,23.4637372,91.1821474,200,wh0v6zky4,High,Restaurant
33224,BD,admin,8/2/21,8/2/21,,,,Kashmiri Restora,23.4621535,91.1788965,200,wh0v6z4ky,High,Restaurant
33225,BD,admin,8/2/21,8/2/21,,,,Kabab Station,23.4522945,91.1744307,200,wh0v6tr5w,Ultra High,Restaurant
33226,BD,admin,8/2/21,8/2/21,,,,Al-Amin Barobi Hotel & Restaurant,23.4636498,91.1667985,200,wh0v6x3ts,High,Restaurant
33227,BD,admin,8/2/21,8/2/21,,,,Cafe Spiceno,23.4610603,91.1880595,200,wh0v7ncne,High,Restaurant
33228,BD,admin,8/2/21,8/2/21,,,,"Icy Spicy, Cumilla",23.4632528,91.1770153,200,wh0v6z356,High,Restaurant
33229,BD,admin,8/2/21,8/2/21,,,,Silver Spoon Fast Food & Cake House,23.4631233,91.1773852,200,wh0v6z36e,High,Restaurant
33230,BD,admin,8/2/21,8/2/21,,,,Pizza Dot,23.4498046,91.192143,200,wh0v7huj4,Ultra High,Restaurant
33231,BD,admin,8/2/21,8/2/21,,,,Coffee Buzz,23.4658392,91.1715611,200,wh0v6xv47,High,Restaurant
33232,BD,admin,8/2/21,8/2/21,,,,Bhai Bhai Biriyani & Kabab House,23.4636498,91.1667985,200,wh0v6x3ts,Low,Restaurant
33233,BD,admin,8/2/21,8/2/21,,,,Al-Amin Hotel,23.4636498,91.1667985,200,wh0v6x3ts,Low,Restaurant
33234,BD,admin,8/2/21,8/2/21,,,,Cafe Barista - ______ ________,23.4660079,91.173887,200,wh0v6xyg3,High,Restaurant
33235,BD,admin,8/2/21,8/2/21,,,,Food Path,23.4606574,91.1809065,200,wh0v6yguj,Low,Restaurant
33236,BD,admin,8/2/21,8/2/21,,,,Cumilla Restaura,23.4467846,91.1727785,200,wh0v6smgr,High,Restaurant
33237,BD,admin,8/2/21,8/2/21,,,,Badhua Food Village,23.4631018,91.1819821,200,wh0v6zkdq,High,Restaurant
33238,BD,admin,8/2/21,8/2/21,,,,Spicy Food & Shawarma House,22.9454033,90.8341624,200,wh0ddcp6t,High,Restaurant
33239,BD,admin,8/2/21,8/2/21,,,,Kutum Bari,22.9454033,90.8341624,200,wh0ddcp6t,High,Restaurant
33240,BD,admin,8/2/21,8/2/21,,,,Tripty Hotel And Restaurant,22.9454033,90.8341624,200,wh0ddcp6t,High,Restaurant
33241,BD,admin,8/2/21,8/2/21,,,,"Tripti Sweetmeet & Confectionary, Dattapara Chowdhury Bazar, Lakshmipur sadar, chittagong",22.9829502,90.9306621,200,wh0dtpvtm,High,Restaurant
33242,BD,admin,8/2/21,8/2/21,,,,___________ _____ ____ ______,23.1001185,90.8627473,200,wh0e7thpz,High,Restaurant
33243,BD,admin,8/2/21,8/2/21,,,,Capsikum Restaurant & Party Centre,23.096273,90.8582854,200,wh0e7s8cx,Low,Restaurant
33244,BD,admin,8/2/21,8/2/21,,,,Jaman Hotel and Restaurant,22.3608525,91.7821533,200,w5cr0w9tr,Low,Restaurant
33245,BD,admin,8/2/21,8/2/21,,,,Big Bite Restaurant,22.9454033,90.8341624,200,wh0ddcp6t,High,Restaurant
33246,BD,admin,8/2/21,8/2/21,,,,Red Chilli Fried Chicken,22.9371882,90.8298839,200,wh0d6zs6c,Low,Restaurant
33247,BD,admin,8/2/21,8/2/21,,,,_________,22.9454033,90.8341624,200,wh0ddcp6t,High,Restaurant
33248,BD,admin,8/2/21,8/2/21,,,,___ _______ _____,22.9454033,90.8341624,200,wh0ddcp6t,High,Restaurant
33249,BD,admin,8/2/21,8/2/21,,,,Rainbow Toy And Food Zone,22.9454033,90.8341624,200,wh0ddcp6t,High,Restaurant
33250,BD,admin,8/2/21,8/2/21,,,,Mohommadiya Hotel & Resturent.,23.1001185,90.8627473,200,wh0e7thpz,High,Restaurant
33251,BD,admin,8/2/21,8/2/21,,,,Mohammodia Hotel & Chinese,23.1001185,90.8627473,200,wh0e7thpz,High,Restaurant
33253,BD,admin,8/2/21,8/2/21,,,,Water Lemon Restaurant,23.1001185,90.8627473,200,wh0e7thpz,Low,Restaurant
33254,BD,admin,8/2/21,8/2/21,,,,Rose Garden Restaurant & Party Center,22.9454033,90.8341624,200,wh0ddcp6t,High,Restaurant
33255,BD,admin,8/2/21,8/2/21,,,,Food Fiesta,22.8723789,91.0973184,200,wh0f0gz13,Ultra High,Restaurant
33256,BD,admin,8/2/21,8/2/21,,,,"CHAP Ghor-_____, Noakhali",22.8692268,91.0979227,200,wh0f0gpqz,Low,Restaurant
33257,BD,admin,8/2/21,8/2/21,,,,Shopon's Bar Int.,22.8723629,91.0921473,200,wh0f0gg30,Low,Restaurant
33259,BD,admin,8/2/21,8/2/21,,,,Mohammadia Hotel And Restaurant,23.0518075,90.9772874,200,wh0enhrws,High,Restaurant
33260,BD,admin,8/2/21,8/2/21,,,,AYOJON,22.5327995,88.3467896,200,tunb4mupj,High,Restaurant
33261,BD,admin,8/2/21,8/2/21,,,,ShoshurBari - Restaurant & Party Center,22.8723789,91.0973184,200,wh0f0gz13,Low,Restaurant
33262,BD,admin,8/2/21,8/2/21,,,,Darucini Chinese & Pizza House,22.8723629,91.0921473,200,wh0f0gg30,High,Restaurant
33263,BD,admin,8/2/21,8/2/21,,,,Barbazul Thai & Chinese Restaurant,22.8723629,91.0921473,200,wh0f0gg30,High,Restaurant
33264,BD,admin,8/2/21,8/2/21,,,,Seven Young Chinese Restaurant and Party Centre,23.0630799,90.9697849,200,wh0ennd0j,High,Restaurant
33265,BD,admin,8/2/21,8/2/21,,,,Hangout Restaurant & Music Cafe,22.8723629,91.0921473,200,wh0f0gg30,High,Restaurant
33266,BD,admin,8/2/21,8/2/21,,,,Food Galore Restaurant,22.9466755,91.1137191,200,wh0f936fp,Low,Restaurant
33267,BD,admin,8/2/21,8/2/21,,,,Shrimpy,22.8723629,91.0921473,200,wh0f0gg30,Low,Restaurant
33268,BD,admin,8/2/21,8/2/21,,,,Village Park Restaurant (Sonaimuri),23.0493308,91.0923005,200,wh0g0u52h,Mid,Restaurant
33269,BD,admin,8/2/21,8/2/21,,,,Pajon Restaurant,23.7450075,90.7711086,200,wh0x1d9s8,High,Restaurant
33270,BD,admin,8/2/21,8/2/21,,,,"Rhong Raang Restaurant, Somota Ghat, Rangamati",22.6555476,92.1788504,200,wh18cs6d4,Low,Restaurant
